station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
JFK,2020-10-04 22:51,61.00,49.00,64.37,80.00,5.00,0.00,30.13,1020.40,10.00,M,FEW,BKN,M,M,5500.00,25000.00,M,M,M,M,M,M,M,M,M,61.00,KJFK 042251Z 08005KT 10SM FEW055 BKN250 16/09 A3013 RMK AO2 SLP204 T01610094 $,M
JFK,2020-10-04 23:51,60.00,48.00,64.26,60.00,6.00,0.00,30.13,1020.10,10.00,M,FEW,SCT,M,M,5500.00,25000.00,M,M,M,M,M,M,M,M,M,60.10,KJFK 042351Z 06006KT 10SM FEW055 SCT250 16/09 A3013 RMK AO2 SLP201 T01560089 10200 20150 56007 $,M
JFK,2020-10-05 00:51,59.00,48.00,66.83,70.00,6.00,0.00,30.13,1020.10,10.00,M,BKN,M,M,M,16000.00,M,M,M,M,M,M,M,M,M,M,59.00,KJFK 050051Z 07006KT 10SM BKN160 15/09 A3013 RMK AO2 SLP201 T01500089 $,M
JFK,2020-10-05 01:51,58.00,48.00,69.52,40.00,5.00,0.00,30.13,1020.30,10.00,M,SCT,BKN,M,M,4500.00,15000.00,M,M,M,M,M,M,M,M,M,57.90,KJFK 050151Z 04005KT 10SM SCT045 BKN150 14/09 A3013 RMK AO2 SLP203 T01440089 $,M
JFK,2020-10-05 02:51,57.00,48.00,71.81,40.00,4.00,0.00,30.13,1020.10,10.00,M,FEW,SCT,BKN,M,4100.00,5500.00,18000.00,M,M,M,M,M,M,M,M,57.00,KJFK 050251Z 04004KT 10SM FEW041 SCT055 BKN180 14/09 A3013 RMK AO2 SLP201 T01390089 50000 $,M
JFK,2020-10-05 03:51,57.00,49.00,74.27,50.00,3.00,0.00,30.11,1019.40,10.00,M,FEW,SCT,M,M,5000.00,25000.00,M,M,M,M,M,M,M,M,M,57.00,KJFK 050351Z 05003KT 10SM FEW050 SCT250 14/09 A3011 RMK AO2 SLP194 T01390094 $,M
JFK,2020-10-05 04:51,58.00,50.00,74.91,350.00,6.00,0.00,30.10,1019.40,10.00,M,SCT,SCT,BKN,M,9500.00,17000.00,25000.00,M,M,M,M,M,M,M,M,57.90,KJFK 050451Z 35006KT 10SM SCT095 SCT170 BKN250 14/10 A3010 RMK AO2 SLP194 T01440100 402060083 $,M
JFK,2020-10-05 05:51,57.00,52.00,83.33,360.00,4.00,T,30.09,1019.00,10.00,M,SCT,BKN,BKN,M,10000.00,16000.00,25000.00,M,M,M,M,M,M,M,M,57.00,KJFK 050551Z 36004KT 10SM SCT100 BKN160 BKN250 14/11 A3009 RMK AO2 RAB0459E39 SLP190 P0000 60000 T01390111 10156 20139 56012 $,M
JFK,2020-10-05 06:51,57.00,52.00,83.33,350.00,8.00,0.00,30.08,1018.50,10.00,M,SCT,BKN,M,M,17000.00,25000.00,M,M,M,M,M,M,M,M,M,57.00,KJFK 050651Z 35008KT 10SM SCT170 BKN250 14/11 A3008 RMK AO2 SLP185 T01390111 $,M
JFK,2020-10-05 07:51,56.00,51.00,83.88,360.00,6.00,0.00,30.07,1018.20,10.00,M,FEW,SCT,SCT,M,7000.00,16000.00,25000.00,M,M,M,M,M,M,M,M,55.90,KJFK 050751Z 36006KT 10SM FEW070 SCT160 SCT250 13/11 A3007 RMK AO2 SLP182 T01330106 $,M
JFK,2020-10-05 08:51,55.00,50.00,83.20,350.00,7.00,0.00,30.08,1018.60,10.00,M,FEW,FEW,SCT,M,8000.00,18000.00,25000.00,M,M,M,M,M,M,M,M,55.00,KJFK 050851Z 35007KT 10SM FEW080 FEW180 SCT250 13/10 A3008 RMK AO2 SLP186 T01280100 55004 $,M
JFK,2020-10-05 09:51,54.00,50.00,86.29,360.00,6.00,0.00,30.09,1018.80,10.00,M,FEW,FEW,SCT,M,5000.00,15000.00,25000.00,M,M,M,M,M,M,M,M,54.00,KJFK 050951Z 36006KT 10SM FEW050 FEW150 SCT250 12/10 A3009 RMK AO2 SLP188 T01220100 $,M
JFK,2020-10-05 10:51,54.00,50.00,86.29,330.00,9.00,0.00,30.11,1019.50,10.00,M,FEW,SCT,M,M,5000.00,15000.00,M,M,M,M,M,M,M,M,M,54.00,KJFK 051051Z 33009KT 10SM FEW050 SCT150 12/10 A3011 RMK AO2 SLP195 T01220100 $,M
JFK,2020-10-05 11:51,56.00,51.00,83.88,350.00,10.00,0.00,30.12,1020.10,10.00,M,FEW,SCT,SCT,M,3300.00,15000.00,25000.00,M,M,M,M,M,M,M,M,55.90,KJFK 051151Z 35010KT 10SM FEW033 SCT150 SCT250 13/11 A3012 RMK AO2 SLP201 T01330106 10144 20117 53015,M
JFK,2020-10-05 12:51,59.00,51.00,75.02,360.00,8.00,0.00,30.14,1020.50,10.00,M,FEW,FEW,FEW,M,3700.00,15000.00,25000.00,M,M,M,M,M,M,M,M,59.00,KJFK 051251Z 36008KT 10SM FEW037 FEW150 FEW250 15/11 A3014 RMK AO2 SLP205 T01500106 $,M
JFK,2020-10-05 13:51,62.00,53.00,72.33,360.00,7.00,0.00,30.14,1020.60,10.00,M,FEW,FEW,FEW,M,4000.00,15000.00,25000.00,M,M,M,M,M,M,M,M,62.10,KJFK 051351Z 36007KT 10SM FEW040 FEW150 FEW250 17/12 A3014 RMK AO2 SLP206 T01670117 $,M
JFK,2020-10-05 14:51,66.00,52.00,60.60,20.00,11.00,0.00,30.13,1020.30,10.00,M,FEW,FEW,M,M,4300.00,15000.00,M,M,M,M,M,M,M,M,M,66.00,KJFK 051451Z 02011KT 10SM FEW043 FEW150 19/11 A3013 RMK AO2 SLP203 T01890111 50002,M
JFK,2020-10-05 15:51,67.00,51.00,56.82,360.00,11.00,0.00,30.14,1020.50,10.00,M,SCT,M,M,M,4500.00,M,M,M,M,M,M,M,M,M,M,66.90,KJFK 051551Z 36011KT 10SM SCT045 19/11 A3014 RMK AO2 SLP205 T01940106,M
JFK,2020-10-05 16:51,69.00,50.00,50.56,350.00,5.00,0.00,30.15,1020.90,10.00,M,SCT,M,M,M,4500.00,M,M,M,M,M,M,M,M,M,M,69.10,KJFK 051651Z 35005KT 10SM SCT045 21/10 A3015 RMK AO2 SLP209 T02060100 $,M
JFK,2020-10-05 17:51,68.00,48.00,48.73,20.00,8.00,0.00,30.14,1020.50,10.00,M,SCT,BKN,M,M,3700.00,4900.00,M,M,M,M,M,M,M,M,M,68.00,KJFK 051751Z 02008KT 10SM SCT037 BKN049 20/09 A3014 RMK AO2 SLP205 T02000089 10211 20133 50002 $,M
JFK,2020-10-05 18:51,68.00,48.00,48.73,40.00,4.00,0.00,30.13,1020.20,10.00,M,BKN,BKN,M,M,4700.00,7000.00,M,M,M,M,M,M,M,M,M,68.00,KJFK 051851Z 04004KT 10SM BKN047 BKN070 20/09 A3013 RMK AO2 SLP202 T02000089 $,M
JFK,2020-10-05 19:51,68.00,47.00,46.76,40.00,3.00,0.00,30.13,1020.40,10.00,M,SCT,BKN,M,M,4500.00,7500.00,M,M,M,M,M,M,M,M,M,68.00,KJFK 051951Z 04003KT 10SM SCT045 BKN075 20/08 A3013 RMK AO2 SLP204 T02000083 $,M
JFK,2020-10-05 20:51,65.00,54.00,67.76,180.00,7.00,0.00,30.14,1020.60,10.00,M,SCT,BKN,M,M,4900.00,7500.00,M,M,M,M,M,M,M,M,M,64.90,KJFK 052051Z 18007KT 10SM SCT049 BKN075 18/12 A3014 RMK AO2 SLP206 T01830122 53002,M
JFK,2020-10-05 21:51,63.00,54.00,72.42,150.00,8.00,0.00,30.15,1020.80,10.00,M,SCT,BKN,M,M,4900.00,7500.00,M,M,M,M,M,M,M,M,M,63.00,KJFK 052151Z 15008KT 10SM SCT049 BKN075 17/12 A3015 RMK AO2 SLP208 T01720122 $,M
JFK,2020-10-05 22:51,61.00,55.00,80.61,160.00,5.00,0.00,30.16,1021.10,10.00,M,FEW,BKN,M,M,4900.00,8000.00,M,M,M,M,M,M,M,M,M,61.00,KJFK 052251Z 16005KT 10SM FEW049 BKN080 16/13 A3016 RMK AO2 SLP211 T01610128 $,M
JFK,2020-10-05 23:51,60.00,55.00,83.23,130.00,3.00,0.00,30.17,1021.70,10.00,M,FEW,SCT,M,M,4900.00,7500.00,M,M,M,M,M,M,M,M,M,60.10,KJFK 052351Z 13003KT 10SM FEW049 SCT075 16/13 A3017 RMK AO2 SLP217 T01560128 10211 20156 53011 $,M
JFK,2020-10-06 00:51,59.00,54.00,83.46,120.00,3.00,0.00,30.18,1022.00,10.00,M,FEW,FEW,SCT,M,1800.00,4900.00,8000.00,M,M,M,M,M,M,M,M,59.00,KJFK 060051Z 12003KT 10SM FEW018 FEW049 SCT080 15/12 A3018 RMK AO2 SLP220 T01500122 $,M
JFK,2020-10-06 01:51,59.00,55.00,86.56,150.00,4.00,0.00,30.19,1022.20,10.00,M,SCT,SCT,M,M,2000.00,8000.00,M,M,M,M,M,M,M,M,M,59.00,KJFK 060151Z 15004KT 10SM SCT020 SCT080 15/13 A3019 RMK AO2 SLP222 T01500128 $,M
JFK,2020-10-06 02:51,57.00,53.00,86.77,120.00,3.00,0.00,30.19,1022.10,10.00,M,FEW,SCT,M,M,2200.00,8000.00,M,M,M,M,M,M,M,M,M,57.00,KJFK 060251Z 12003KT 10SM FEW022 SCT080 14/12 A3019 RMK AO2 SLP221 T01390117 50004 $,M
JFK,2020-10-06 03:51,57.00,53.00,86.77,0.00,0.00,0.00,30.19,1022.10,10.00,M,FEW,FEW,M,M,2400.00,8000.00,M,M,M,M,M,M,M,M,M,57.00,KJFK 060351Z 00000KT 10SM FEW024 FEW080 14/12 A3019 RMK AO2 SLP221 T01390117 $,M
JFK,2020-10-06 04:51,56.00,53.00,90.29,0.00,0.00,0.00,30.18,1022.00,10.00,M,FEW,BKN,M,M,2200.00,8000.00,M,M,M,M,M,M,M,M,M,55.90,KJFK 060451Z 00000KT 10SM FEW022 BKN080 13/12 A3018 RMK AO2 SLP220 T01330117 402110117 $,M
JFK,2020-10-06 05:51,60.00,58.00,92.43,0.00,0.00,0.01,30.17,1021.60,10.00,M,SCT,BKN,M,M,2200.00,5000.00,M,M,M,M,M,M,M,M,M,60.10,KJFK 060551Z 00000KT 10SM SCT022 BKN050 16/14 A3017 RMK AO2 RAB03E23 SLP216 P0001 60001 T01560144 10156 20133 58005 $,M
JFK,2020-10-06 06:51,60.00,56.00,85.99,280.00,3.00,0.06,30.17,1021.40,10.00,M,SCT,BKN,M,M,2000.00,4800.00,M,M,-RA,M,M,M,M,M,M,60.10,KJFK 060651Z 28003KT 10SM -RA SCT020 BKN048 16/13 A3017 RMK AO2 RAB0556 SLP214 P0006 T01560133 $,M
JFK,2020-10-06 07:51,60.00,55.00,83.23,270.00,3.00,T,30.16,1021.30,10.00,M,SCT,BKN,BKN,M,2400.00,5000.00,8000.00,M,M,M,M,M,M,M,M,60.10,KJFK 060751Z 27003KT 10SM SCT024 BKN050 BKN080 16/13 A3016 RMK AO2 RAE0654 SLP213 P0000 T01560128 $,M
JFK,2020-10-06 08:51,59.00,56.00,89.44,0.00,0.00,0.00,30.16,1021.30,10.00,M,SCT,BKN,BKN,M,2400.00,4800.00,8000.00,M,M,M,M,M,M,M,M,59.00,KJFK 060851Z 00000KT 10SM SCT024 BKN048 BKN080 15/13 A3016 RMK AO2 SLP213 60006 T01500133 56003 $,M
JFK,2020-10-06 08:58,58.00,56.00,93.04,0.00,0.00,0.00,30.16,M,10.00,M,SCT,BKN,M,M,2400.00,2900.00,M,M,M,M,M,M,M,M,M,57.90,KJFK 060858Z 00000KT 10SM SCT024 BKN029 14/13 A3016 RMK AO2 T01440133 $,M
JFK,2020-10-06 09:47,57.20,55.40,93.69,110.00,4.00,0.00,30.16,M,10.00,M,FEW,FEW,M,M,2500.00,8000.00,M,M,M,M,M,M,M,M,M,57.20,KJFK 060947Z 11004KT 10SM FEW025 FEW080 14/13 A3016 RMK AO2 $,M
JFK,2020-10-06 09:51,57.00,56.00,96.10,110.00,4.00,0.00,30.16,1021.20,10.00,M,FEW,FEW,M,M,2500.00,8000.00,M,M,M,M,M,M,M,M,M,57.00,KJFK 060951Z 11004KT 10SM FEW025 FEW080 14/13 A3016 RMK AO2 SLP212 T01390133 $,M
JFK,2020-10-06 10:51,57.00,56.00,96.10,110.00,5.00,0.00,30.17,1021.40,10.00,M,FEW,SCT,M,M,2300.00,8000.00,M,M,M,M,M,M,M,M,M,57.00,KJFK 061051Z 11005KT 10SM FEW023 SCT080 14/13 A3017 RMK AO2 SLP214 T01390133,M
JFK,2020-10-06 11:51,58.00,56.00,93.04,270.00,6.00,0.00,30.17,1021.50,10.00,M,FEW,FEW,M,M,2300.00,8500.00,M,M,M,M,M,M,M,M,M,57.90,KJFK 061151Z 27006KT 10SM FEW023 FEW085 14/13 A3017 RMK AO2 SLP215 60006 70007 T01440133 10161 20133 53003 $,M
JFK,2020-10-06 12:51,60.00,54.00,80.25,250.00,6.00,0.00,30.17,1021.60,10.00,M,FEW,SCT,BKN,M,2000.00,2800.00,7000.00,M,M,M,M,M,M,M,M,60.10,KJFK 061251Z 25006KT 10SM FEW020 SCT028 BKN070 16/12 A3017 RMK AO2 SLP216 SCT V BKN T01560122 $,M
JFK,2020-10-06 13:51,64.00,53.00,67.66,260.00,9.00,0.00,30.17,1021.70,10.00,M,FEW,SCT,SCT,M,2500.00,4200.00,7500.00,M,M,M,M,M,M,M,M,64.00,KJFK 061351Z 26009KT 10SM FEW025 SCT042 SCT075 18/12 A3017 RMK AO2 SLP217 T01780117,M
JFK,2020-10-06 14:51,65.00,53.00,65.56,240.00,11.00,0.00,30.16,1021.30,10.00,M,FEW,FEW,M,M,4200.00,7500.00,M,M,M,M,M,M,M,M,M,64.90,KJFK 061451Z 24011KT 10SM FEW042 FEW075 18/12 A3016 RMK AO2 SLP213 T01830117 58002 $,M
JFK,2020-10-06 15:51,67.00,48.00,50.62,230.00,9.00,0.00,30.14,1020.60,10.00,M,FEW,FEW,M,M,4500.00,7500.00,M,M,M,M,M,M,M,M,M,66.90,KJFK 061551Z 23009KT 10SM FEW045 FEW075 19/09 A3014 RMK AO2 SLP206 T01940089 $,M
JFK,2020-10-06 16:51,68.00,48.00,48.73,230.00,13.00,0.00,30.11,1019.50,10.00,M,FEW,M,M,M,4700.00,M,M,M,M,M,M,M,M,M,M,68.00,KJFK 061651Z 23013KT 10SM FEW047 20/09 A3011 RMK AO2 SLP195 T02000089 $,M
JFK,2020-10-06 17:51,69.00,47.00,45.02,220.00,12.00,0.00,30.07,1018.30,10.00,M,FEW,M,M,M,5000.00,M,M,M,M,M,M,M,M,M,M,69.10,KJFK 061751Z 22012KT 10SM FEW050 21/08 A3007 RMK AO2 SLP183 T02060083 10206 20144 58030 $,M
JFK,2020-10-06 18:51,69.00,46.00,43.52,230.00,13.00,0.00,30.04,1017.30,10.00,M,FEW,M,M,M,5000.00,M,M,M,M,M,M,M,M,M,M,69.10,KJFK 061851Z 23013KT 10SM FEW050 21/08 A3004 RMK AO2 SLP173 T02060078 $,M
JFK,2020-10-06 19:51,69.00,47.00,45.02,180.00,11.00,0.00,30.03,1016.80,10.00,M,FEW,M,M,M,5000.00,M,M,M,M,M,M,M,M,M,M,69.10,KJFK 061951Z 18011KT 10SM FEW050 21/08 A3003 RMK AO2 SLP168 T02060083,M
JFK,2020-10-06 20:51,67.00,49.00,52.35,160.00,8.00,0.00,30.00,1015.80,10.00,M,FEW,M,M,M,5000.00,M,M,M,M,M,M,M,M,M,M,66.90,KJFK 062051Z 16008KT 10SM FEW050 19/09 A3000 RMK AO2 SLP158 T01940094 57024 $,M
JFK,2020-10-06 21:51,65.00,52.00,62.96,170.00,10.00,0.00,29.99,1015.60,10.00,M,FEW,M,M,M,5000.00,M,M,M,M,M,M,M,M,M,M,64.90,KJFK 062151Z 17010KT 10SM FEW050 18/11 A2999 RMK AO2 SLP156 T01830111 $,M
JFK,2020-10-06 22:51,64.00,55.00,72.52,190.00,12.00,0.00,29.99,1015.40,10.00,M,FEW,M,M,M,5000.00,M,M,M,M,M,M,M,M,M,M,64.00,KJFK 062251Z 19012KT 10SM FEW050 18/13 A2999 RMK AO2 SLP154 T01780128 $,M
JFK,2020-10-06 23:51,61.00,54.00,77.72,210.00,8.00,0.00,29.99,1015.30,10.00,M,FEW,M,M,M,5000.00,M,M,M,M,M,M,M,M,M,M,61.00,KJFK 062351Z 21008KT 10SM FEW050 16/12 A2999 RMK AO2 SLP153 T01610122 10211 20161 56005 $,M
JFK,2020-10-07 00:51,63.00,51.00,65.09,210.00,10.00,0.00,29.98,1015.20,10.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,63.00,KJFK 070051Z 21010KT 10SM FEW250 17/11 A2998 RMK AO2 SLP152 T01720106 $,M
JFK,2020-10-07 01:51,63.00,52.00,67.29,210.00,14.00,0.00,29.98,1015.10,10.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,63.00,KJFK 070151Z 21014KT 10SM FEW250 17/11 A2998 RMK AO2 SLP151 T01720111 $,M
JFK,2020-10-07 02:51,62.00,53.00,72.33,220.00,15.00,0.00,29.97,1014.90,10.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,62.10,KJFK 070251Z 22015KT 10SM FEW250 17/12 A2997 RMK AO2 SLP149 T01670117 58005 $,M
JFK,2020-10-07 03:51,61.00,55.00,80.61,220.00,10.00,0.00,29.96,1014.30,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,61.00,KJFK 070351Z 22010KT 10SM CLR 16/13 A2996 RMK AO2 SLP143 T01610128 $,M
JFK,2020-10-07 04:51,61.00,54.00,77.72,220.00,13.00,0.00,29.93,1013.60,10.00,M,FEW,M,M,M,15000.00,M,M,M,M,M,M,M,M,M,M,61.00,KJFK 070451Z 22013KT 10SM FEW150 16/12 A2993 RMK AO2 SLP136 T01610122 402110133 $,M
JFK,2020-10-07 05:51,62.00,55.00,77.53,220.00,10.00,0.00,29.92,1013.10,10.00,M,OVC,M,M,M,9000.00,M,M,M,M,M,M,M,M,M,M,62.10,KJFK 070551Z 22010KT 10SM OVC090 17/13 A2992 RMK AO2 SLP131 T01670128 10178 20161 56018 $,M
JFK,2020-10-07 06:51,61.00,56.00,83.29,220.00,11.00,0.00,29.89,1012.20,10.00,M,SCT,OVC,M,M,10000.00,18000.00,M,M,M,M,M,M,M,M,M,61.00,KJFK 070651Z 22011KT 10SM SCT100 OVC180 16/13 A2989 RMK AO2 SLP122 T01610133 $,M
JFK,2020-10-07 07:51,59.00,55.00,86.56,220.00,9.00,0.00,29.88,1011.60,10.00,M,SCT,BKN,BKN,M,9500.00,17000.00,24000.00,M,M,M,M,M,M,M,M,59.00,KJFK 070751Z 22009KT 10SM SCT095 BKN170 BKN240 15/13 A2988 RMK AO2 SLP116 T01500128 $,M
JFK,2020-10-07 08:51,60.00,56.00,85.99,230.00,10.00,0.00,29.85,1010.90,10.00,M,BKN,BKN,M,M,9500.00,17000.00,M,M,M,M,M,M,M,M,M,60.10,KJFK 070851Z 23010KT 10SM BKN095 BKN170 16/13 A2985 RMK AO2 SLP109 T01560133 56022 $,M
JFK,2020-10-07 09:51,61.00,57.00,86.67,240.00,14.00,0.00,29.85,1010.60,10.00,M,OVC,M,M,M,10000.00,M,M,M,M,M,M,M,M,M,M,61.00,KJFK 070951Z 24014KT 10SM OVC100 16/14 A2985 RMK AO2 SLP106 T01610139 $,M
JFK,2020-10-07 10:51,61.00,57.00,86.67,250.00,11.00,0.00,29.84,1010.50,10.00,M,BKN,BKN,M,M,9500.00,22000.00,M,M,M,M,M,M,M,M,M,61.00,KJFK 071051Z 25011KT 10SM BKN095 BKN220 16/14 A2984 RMK AO2 SLP105 T01610139,M
JFK,2020-10-07 11:51,61.00,57.00,86.67,240.00,16.00,0.00,29.82,1009.80,10.00,M,SCT,BKN,BKN,M,9000.00,17000.00,22000.00,M,M,M,M,M,M,M,M,61.00,KJFK 071151Z 24016KT 10SM SCT090 BKN170 BKN220 16/14 A2982 RMK AO2 SLP098 T01610139 10167 20150 58011,M
JFK,2020-10-07 12:51,63.00,56.00,77.61,240.00,15.00,0.00,29.82,1009.70,10.00,M,FEW,SCT,BKN,M,9000.00,17000.00,22000.00,M,M,M,M,M,M,M,M,63.00,KJFK 071251Z 24015KT 10SM FEW090 SCT170 BKN220 17/13 A2982 RMK AO2 SLP097 T01720133 $,M
JFK,2020-10-07 13:51,66.00,54.00,65.21,240.00,18.00,0.00,29.79,1008.90,10.00,M,SCT,BKN,M,M,10000.00,20000.00,M,M,M,M,M,M,M,M,M,66.00,KJFK 071351Z 24018KT 10SM SCT100 BKN200 19/12 A2979 RMK AO2 SLP089 T01890122 $,M
JFK,2020-10-07 14:51,69.00,55.00,60.78,240.00,14.00,0.00,29.76,1007.70,10.00,M,FEW,FEW,M,M,10000.00,25000.00,M,M,M,M,M,M,M,M,M,69.10,KJFK 071451Z 24014KT 10SM FEW100 FEW250 21/13 A2976 RMK AO2 SLP077 T02060128 58021 $,M
JFK,2020-10-07 15:51,72.00,54.00,53.09,240.00,15.00,0.00,29.73,1006.60,10.00,M,FEW,FEW,M,M,12000.00,18000.00,M,M,M,M,M,M,M,M,M,72.00,KJFK 071551Z 24015KT 10SM FEW120 FEW180 22/12 A2973 RMK AO2 SLP066 T02220122 $,M
JFK,2020-10-07 16:51,75.00,53.00,46.44,230.00,20.00,0.00,29.68,1005.20,10.00,M,BKN,M,M,M,19000.00,M,M,M,M,M,M,M,M,M,M,75.00,KJFK 071651Z 23020KT 10SM BKN190 24/12 A2968 RMK AO2 SLP052 T02390117 $,M
JFK,2020-10-07 17:51,74.00,53.00,48.18,230.00,22.00,0.00,29.65,1003.90,10.00,25.00,FEW,FEW,BKN,M,5000.00,12000.00,18000.00,M,M,M,M,M,26.00,230.00,2020-10-07 17:47,73.90,KJFK 071751Z 23022G25KT 10SM FEW050 FEW120 BKN180 23/12 A2965 RMK AO2 PK WND 23026/1747 SLP039 T02330117 10244 20161 58038 $,M
JFK,2020-10-07 18:51,76.00,52.00,43.28,250.00,21.00,0.00,29.62,1003.00,10.00,M,FEW,FEW,BKN,M,5000.00,12000.00,17000.00,M,M,M,M,M,27.00,250.00,2020-10-07 18:10,75.90,KJFK 071851Z 25021KT 10SM FEW050 FEW120 BKN170 24/11 A2962 RMK AO2 PK WND 25027/1810 SLP030 T02440111 $,M
JFK,2020-10-07 19:51,75.00,52.00,44.59,240.00,18.00,0.00,29.59,1002.00,10.00,24.00,SCT,BKN,M,M,5000.00,16000.00,M,M,M,M,M,M,27.00,250.00,2020-10-07 19:05,75.00,KJFK 071951Z 24018G24KT 10SM SCT050 BKN160 24/11 A2959 RMK AO2 PK WND 25027/1905 SLP020 T02390111 $,M
JFK,2020-10-07 20:51,71.00,56.00,58.65,260.00,17.00,T,29.60,1002.30,10.00,M,FEW,SCT,BKN,BKN,5000.00,7000.00,8500.00,16000.00,-RA,M,M,M,M,M,M,71.10,KJFK 072051Z 26017KT 10SM -RA FEW050 SCT070 BKN085 BKN160 22/13 A2960 RMK AO2 RAB09 SLP023 P0000 60000 T02170133 55016 $,M
JFK,2020-10-07 21:51,73.00,53.00,49.66,290.00,17.00,T,29.62,1002.90,10.00,23.00,FEW,SCT,BKN,M,5000.00,8000.00,10000.00,M,M,M,M,M,M,M,M,73.00,KJFK 072151Z 29017G23KT 10SM FEW050 SCT080 BKN100 23/12 A2962 RMK AO2 RAE21 SLP029 VCSH SE P0000 T02280117 $,M
JFK,2020-10-07 22:51,72.00,47.00,40.79,290.00,21.00,T,29.66,1004.30,10.00,31.00,FEW,SCT,M,M,5000.00,9000.00,M,M,M,M,M,M,33.00,290.00,2020-10-07 22:34,72.00,KJFK 072251Z 29021G31KT 10SM FEW050 SCT090 22/08 A2966 RMK AO2 PK WND 29033/2234 RAB2159E19 SLP043 VCSH NW P0000 T02220083 $,M
JFK,2020-10-07 23:51,68.00,44.00,42.04,320.00,23.00,0.00,29.71,1006.00,10.00,29.00,FEW,FEW,M,M,5000.00,8500.00,M,M,M,M,M,M,31.00,280.00,2020-10-07 23:06,68.00,KJFK 072351Z 32023G29KT 10SM FEW050 FEW085 20/07 A2971 RMK AO2 PK WND 28031/2306 SLP060 60000 T02000067 10256 20200 53037 $,M
JFK,2020-10-08 00:51,66.00,43.00,43.20,320.00,16.00,0.00,29.74,1007.10,10.00,M,FEW,M,M,M,7000.00,M,M,M,M,M,M,M,M,M,M,66.00,KJFK 080051Z 32016KT 10SM FEW070 19/06 A2974 RMK AO2 SLP071 T01890061 $,M
JFK,2020-10-08 01:51,65.00,44.00,46.81,310.00,11.00,0.00,29.76,1007.80,10.00,20.00,SCT,SCT,M,M,7500.00,9000.00,M,M,M,M,M,M,M,M,M,64.90,KJFK 080151Z 31011G20KT 10SM SCT075 SCT090 18/07 A2976 RMK AO2 SLP078 T01830067 $,M
JFK,2020-10-08 02:51,65.00,45.00,48.44,300.00,15.00,0.00,29.78,1008.40,10.00,23.00,FEW,M,M,M,8000.00,M,M,M,M,M,M,M,M,M,M,64.90,KJFK 080251Z 30015G23KT 10SM FEW080 18/07 A2978 RMK AO2 SLP084 T01830072 51024 $,M
JFK,2020-10-08 03:51,64.00,42.00,44.74,300.00,14.00,0.00,29.79,1008.70,10.00,24.00,CLR,M,M,M,M,M,M,M,M,M,M,M,33.00,300.00,2020-10-08 03:29,64.00,KJFK 080351Z 30014G24KT 10SM CLR 18/06 A2979 RMK AO2 PK WND 30033/0329 SLP087 T01780056 $,M
JFK,2020-10-08 04:51,62.00,41.00,45.84,290.00,18.00,0.00,29.79,1008.80,10.00,26.00,CLR,M,M,M,M,M,M,M,M,M,M,M,31.00,310.00,2020-10-08 03:54,62.10,KJFK 080451Z 29018G26KT 10SM CLR 17/05 A2979 RMK AO2 PK WND 31031/0354 SLP088 T01670050 402560150 $,M
JFK,2020-10-08 05:51,61.00,40.00,45.67,310.00,15.00,0.00,29.80,1009.20,10.00,20.00,CLR,M,M,M,M,M,M,M,M,M,M,M,27.00,290.00,2020-10-08 05:21,61.00,KJFK 080551Z 31015G20KT 10SM CLR 16/04 A2980 RMK AO2 PK WND 29027/0521 SLP092 T01610044 10200 20161 53008 $,M
JFK,2020-10-08 06:51,60.00,41.00,49.21,300.00,13.00,0.00,29.82,1009.90,10.00,21.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,60.10,KJFK 080651Z 30013G21KT 10SM CLR 16/05 A2982 RMK AO2 SLP099 T01560050 $,M
JFK,2020-10-08 07:51,58.00,41.00,53.24,310.00,13.00,0.00,29.84,1010.50,10.00,M,FEW,M,M,M,5500.00,M,M,M,M,M,M,M,M,M,M,57.90,KJFK 080751Z 31013KT 10SM FEW055 14/05 A2984 RMK AO2 SLP105 T01440050 $,M
JFK,2020-10-08 08:51,57.00,42.00,57.38,290.00,10.00,0.00,29.87,1011.50,10.00,22.00,FEW,M,M,M,5500.00,M,M,M,M,M,M,M,M,M,M,57.00,KJFK 080851Z 29010G22KT 10SM FEW055 14/06 A2987 RMK AO2 SLP115 T01390056 53023 $,M
JFK,2020-10-08 09:51,56.00,42.00,59.71,280.00,9.00,0.00,29.90,1012.40,10.00,M,SCT,M,M,M,4200.00,M,M,M,M,M,M,M,M,M,M,55.90,KJFK 080951Z 28009KT 10SM SCT042 13/06 A2990 RMK AO2 SLP124 T01330056 $,M
