FL_DATE,AIRLINE,AIRLINE_DOT,AIRLINE_CODE,DOT_CODE,FL_NUMBER,ORIGIN,ORIGIN_CITY,DEST,DEST_CITY,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,TAXI_OUT,WHEELS_OFF,WHEELS_ON,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,CANCELLED,CANCELLATION_CODE,DIVERTED,CRS_ELAPSED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,DELAY_DUE_CARRIER,DELAY_DUE_WEATHER,DELAY_DUE_NAS,DELAY_DUE_SECURITY,DELAY_DUE_LATE_AIRCRAFT,Month,Year,Cancelled,alti,drct,dwpf,feel,gust,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,inx_danjerous_1,inx_danjerous_2,inx_danjerous_3,inx_danjerous_4,metar,mslp,p01i,peak_wind_drct,peak_wind_gust,peak_wind_time,relh,sknt,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,snowdepth,station,tmpf,valid,vsby,wxcodes
2020-01-10,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363.0,4872.0,JFK,"New York, NY",RIC,"Richmond, VA",0 days 09:55:00,947.0,-8.0,12.0,959.0,1054.0,5.0,1138.0,1059.0,-39.0,0.0,,0.0,103.0,72.0,55.0,288.0,,,,,,1.0,2020.0,False,30.59,230.00,38.00,36.07,M,M,M,M,1.5,0.9375,0.16,0.0,KJFK 101451Z 23009KT 10SM BKN020 BKN032 OVC250 06/03 A3059 RMK AO2 SLP358 T00560033 58005,1035.80,0.00,M,M,M,84.93,9.00,BKN,BKN,OVC,M,2000.00,3200.00,25000.00,M,M,JFK,42.00,2020-01-10 14:51:00,10.00,M
2020-03-07,Republic Airline,Republic Airline: YX,YX,20452.0,4369.0,JFK,"New York, NY",IND,"Indianapolis, IN",0 days 15:30:00,1522.0,-8.0,21.0,1543.0,1718.0,6.0,1800.0,1724.0,-36.0,0.0,,0.0,150.0,122.0,95.0,665.0,,,,,,3.0,2020.0,False,30.23,340.00,3.00,38.34,29.00,M,M,M,0.04,0.0,0.0,0.0,KJFK 071951Z 34023G29KT 10SM FEW250 08/M16 A3023 RMK AO2 PK WND 33035/1917 SLP237 T00831161,1023.70,0.00,330.00,35.00,2020-03-07 19:17,15.99,23.00,FEW,M,M,M,25000.00,M,M,M,M,JFK,47.00,2020-03-07 19:51:00,10.00,M
2019-12-25,JetBlue Airways,JetBlue Airways: B6,B6,20409.0,2901.0,JFK,"New York, NY",FLL,"Fort Lauderdale, FL",0 days 09:49:00,940.0,-9.0,18.0,958.0,1217.0,6.0,1309.0,1223.0,-46.0,0.0,,0.0,200.0,163.0,139.0,1069.0,,,,,,12.0,2019.0,False,30.26,50.00,28.00,33.31,M,M,M,M,0.12,0.0,0.0,0.0,KJFK 251451Z 05007KT 10SM BKN250 04/M02 A3026 RMK AO2 SLP245 T00391022 50009 $,1024.50,0.00,M,M,M,64.37,7.00,BKN,M,M,M,25000.00,M,M,M,M,JFK,39.00,2019-12-25 14:51:00,10.00,M
2019-12-02,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363.0,3400.0,JFK,"New York, NY",SAV,"Savannah, GA",0 days 09:10:00,910.0,0.0,36.0,946.0,1141.0,4.0,1135.0,1145.0,10.0,0.0,,0.0,145.0,155.0,115.0,718.0,,,,,,12.0,2019.0,False,29.52,10.00,37.00,27.97,M,M,M,M,3.75,3.333333333333333,0.0,0.0,KJFK 021351Z 01013KT 2 1/2SM -RA BR BKN008 OVC012 03/03 A2952 RMK AO2 SFC VIS 4 SLP995 P0000 T00280028 $,999.50,T,M,M,M,100.00,13.00,BKN,OVC,M,M,800.00,1200.00,M,M,M,JFK,37.00,2019-12-02 13:51:00,2.50,-RA BR
2020-02-02,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790.0,3121.0,JFK,"New York, NY",SJU,"San Juan, PR",0 days 15:00:00,1458.0,-2.0,57.0,1555.0,2007.0,3.0,1952.0,2010.0,18.0,0.0,,0.0,232.0,252.0,192.0,1598.0,0.0,0.0,18.0,0.0,0.0,2.0,2020.0,False,29.49,250.00,28.90,37.19,M,M,M,M,0.2702702702702702,0.6666666666666666,0.375,0.2666666666666666,KJFK 021951Z 25009KT 10SM FEW037 BKN045 BKN080 OVC150 06/M02 A2949 RMK AO2 SLP991 T00611017 $,999.10,0.00,M,M,M,57.21,9.00,FEW,BKN,BKN,OVC,3700.00,4500.00,8000.00,15000.00,M,JFK,43.00,2020-02-02 19:51:00,10.00,M
2020-01-18,JetBlue Airways,JetBlue Airways: B6,B6,20409.0,519.0,JFK,"New York, NY",ATL,"Atlanta, GA",0 days 07:27:00,736.0,9.0,18.0,754.0,959.0,13.0,1010.0,1012.0,2.0,0.0,,0.0,163.0,156.0,125.0,760.0,,,,,,1.0,2020.0,False,30.63,10.00,6.00,13.33,M,M,M,M,0.2142857142857142,0.2222222222222222,0.0,0.0,KJFK 181151Z 01005KT 10SM BKN140 OVC180 M06/M14 A3063 RMK AO2 SLP370 T10611144 11061 21067 58002 $,1037.00,0.00,M,M,M,51.95,5.00,BKN,OVC,M,M,14000.00,18000.00,M,M,M,JFK,21.00,2020-01-18 11:51:00,10.00,M
2020-03-15,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790.0,2670.0,JFK,"New York, NY",SFO,"San Francisco, CA",0 days 21:00:00,2105.0,5.0,11.0,2116.0,21.0,4.0,52.0,25.0,-27.0,0.0,,0.0,412.0,380.0,365.0,2586.0,,,,,,3.0,2020.0,False,30.48,0.00,34.00,42.10,M,M,M,M,0.0,0.0,0.0,0.0,KJFK 160051Z 00000KT 10SM CLR 06/01 A3048 RMK AO2 SLP322 T00560011,1032.20,0.00,M,M,M,72.78,0.00,CLR,M,M,M,M,M,M,M,M,JFK,42.00,2020-03-16 00:51:00,10.00,M
2020-01-11,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363.0,5518.0,JFK,"New York, NY",PWM,"Portland, ME",0 days 14:59:00,1458.0,-1.0,34.0,1532.0,1619.0,3.0,1625.0,1622.0,-3.0,0.0,,0.0,86.0,84.0,47.0,273.0,,,,,,1.0,2020.0,False,30.12,180.00,51.00,53.10,M,M,M,M,0.4,0.16,0.0,0.0,KJFK 111951Z 18019KT 10SM BKN075 OVC250 12/11 A3012 RMK AO2 PK WND 18028/1853 SLP201 T01170106,1020.10,0.00,180.00,28.00,2020-01-11 18:53,92.89,19.00,BKN,OVC,M,M,7500.00,25000.00,M,M,M,JFK,53.00,2020-01-11 19:51:00,10.00,M
2019-12-25,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790.0,1538.0,JFK,"New York, NY",BOS,"Boston, MA",0 days 15:29:00,1528.0,-1.0,21.0,1549.0,1623.0,10.0,1656.0,1633.0,-23.0,0.0,,0.0,87.0,65.0,34.0,187.0,,,,,,12.0,2019.0,False,30.17,180.00,35.00,41.83,M,M,M,M,0.12,0.0,0.0,0.0,KJFK 251951Z 18005KT 10SM BKN250 07/02 A3017 RMK AO2 SLP214 T00720017 $,1021.40,0.00,M,M,M,68.05,5.00,BKN,M,M,M,25000.00,M,M,M,M,JFK,45.00,2019-12-25 19:51:00,10.00,M
2020-07-03,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790.0,1303.0,JFK,"New York, NY",SJU,"San Juan, PR",0 days 08:15:00,813.0,-2.0,14.0,827.0,1139.0,5.0,1201.0,1144.0,-17.0,0.0,,0.0,226.0,211.0,192.0,1598.0,,,,,,7.0,2020.0,False,29.83,360.00,65.00,85.72,M,M,M,M,0.1176470588235294,0.1538461538461538,0.08,0.0,KJFK 031151Z 36008KT 10SM FEW085 SCT130 SCT250 29/18 A2983 RMK AO2 SLP101 T02890183 10289 20233 51011,1010.10,0.00,M,M,M,52.71,8.00,FEW,SCT,SCT,M,8500.00,13000.00,25000.00,M,M,JFK,84.00,2020-07-03 11:51:00,10.00,M
2020-02-16,JetBlue Airways,JetBlue Airways: B6,B6,20409.0,1273.0,JFK,"New York, NY",CHS,"Charleston, SC",0 days 06:00:00,602.0,2.0,13.0,615.0,757.0,7.0,813.0,804.0,-9.0,0.0,,0.0,133.0,122.0,102.0,636.0,,,,,,2.0,2020.0,False,30.26,230.00,25.00,21.57,M,M,M,M,0.1428571428571428,0.2352941176470588,0.0,0.0,KJFK 161051Z 23013KT 10SM SCT140 OVC170 00/M04 A3026 RMK AO2 SLP245 T00001039,1024.50,0.00,M,M,M,75.07,13.00,SCT,OVC,M,M,14000.00,17000.00,M,M,M,JFK,32.00,2020-02-16 10:51:00,10.00,M
2019-12-25,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790.0,1473.0,JFK,"New York, NY",LAS,"Las Vegas, NV",0 days 19:45:00,1948.0,3.0,37.0,2025.0,2229.0,6.0,2303.0,2235.0,-28.0,0.0,,0.0,378.0,347.0,304.0,2248.0,,,,,,12.0,2019.0,False,30.19,0.00,35.00,37.00,M,M,M,M,0.12,0.0,0.0,0.0,KJFK 252351Z 00000KT 10SM BKN250 03/02 A3019 RMK AO2 SLP222 T00280017 10078 20022 53008 $,1022.20,0.00,M,M,M,92.76,0.00,BKN,M,M,M,25000.00,M,M,M,M,JFK,37.00,2019-12-25 23:51:00,10.00,M
2020-09-22,JetBlue Airways,JetBlue Airways: B6,B6,20409.0,523.0,JFK,"New York, NY",LAX,"Los Angeles, CA",0 days 12:25:00,1219.0,-6.0,11.0,1230.0,1505.0,4.0,1518.0,1509.0,-9.0,0.0,,0.0,353.0,350.0,335.0,2475.0,,,,,,9.0,2020.0,False,30.1,330.00,35.00,69.10,M,M,M,M,0.04,0.0666666666666666,0.0,0.0,KJFK 221551Z 33014KT 10SM FEW250 SCT300 21/02 A3010 RMK AO2 SLP191 FU SCT300 T02060017 $,1019.10,0.00,M,M,M,28.51,14.00,FEW,SCT,M,M,25000.00,30000.00,M,M,M,JFK,69.00,2020-09-22 15:51:00,10.00,M
2020-01-05,JetBlue Airways,JetBlue Airways: B6,B6,20409.0,325.0,JFK,"New York, NY",TPA,"Tampa, FL",0 days 14:45:00,1531.0,46.0,28.0,1559.0,1825.0,3.0,1756.0,1828.0,32.0,0.0,,0.0,191.0,177.0,146.0,1005.0,24.0,0.0,0.0,0.0,8.0,1.0,2020.0,False,29.87,310.00,24.10,34.23,29.00,M,M,M,0.2857142857142857,0.4081632653061224,0.5454545454545454,0.0,KJFK 051851Z 31018G29KT 10SM FEW035 SCT049 BKN055 06/M04 A2987 RMK AO2 PK WND 30031/1812 SLP114 T00611044 $,1011.40,0.00,300.00,31.00,2020-01-05 18:12,46.91,18.00,FEW,SCT,BKN,M,3500.00,4900.00,5500.00,M,M,JFK,43.00,2020-01-05 18:51:00,10.00,M
2020-04-08,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790.0,986.0,JFK,"New York, NY",SLC,"Salt Lake City, UT",0 days 07:00:00,658.0,-2.0,13.0,711.0,956.0,9.0,1009.0,1005.0,-4.0,0.0,,0.0,309.0,307.0,285.0,1990.0,,,,,,4.0,2020.0,False,29.49,280.00,54.00,54.00,M,M,M,M,1.4285714285714286,0.4651162790697674,0.5714285714285714,0.0,KJFK 081051Z 28010KT 7SM FEW007 SCT043 OVC070 12/12 A2949 RMK AO2 RAE0958 SLP987 P0001 T01220122,998.70,0.01,M,M,M,100.00,10.00,FEW,SCT,OVC,M,700.00,4300.00,7000.00,M,M,JFK,54.00,2020-04-08 10:51:00,7.00,M
2020-03-22,JetBlue Airways,JetBlue Airways: B6,B6,20409.0,323.0,JFK,"New York, NY",LAX,"Los Angeles, CA",0 days 08:30:00,821.0,-9.0,15.0,836.0,1157.0,7.0,1202.0,1204.0,2.0,0.0,,0.0,392.0,403.0,381.0,2475.0,,,,,,3.0,2020.0,False,30.61,30.00,12.00,22.70,23.00,M,M,M,0.6060606060606061,0.6976744186046512,0.5454545454545454,0.0,KJFK 221151Z 03017G23KT 10SM SCT033 BKN043 BKN055 01/M11 A3061 RMK AO2 SLP366 T00111111 10039 20011 51038,1036.60,0.00,M,M,M,39.65,17.00,SCT,BKN,BKN,M,3300.00,4300.00,5500.00,M,M,JFK,34.00,2020-03-22 11:51:00,10.00,M
2020-11-01,American Airlines Inc.,American Airlines Inc.: AA,AA,19805.0,341.0,JFK,"New York, NY",LAX,"Los Angeles, CA",0 days 15:30:00,1529.0,-1.0,16.0,1545.0,1822.0,4.0,1847.0,1826.0,-21.0,0.0,,0.0,377.0,357.0,337.0,2475.0,,,,,,11.0,2020.0,False,29.83,180.00,52.00,55.00,M,M,M,M,0.8333333333333334,1.0714285714285714,0.6666666666666666,0.0,KJFK 011951Z 18015KT 7SM -RA FEW012 BKN028 OVC060 13/11 A2983 RMK AO2 SLP100 BKN V SCT P0009 T01280111 $,1010.00,0.09,M,M,M,89.59,15.00,FEW,BKN,OVC,M,1200.00,2800.00,6000.00,M,M,JFK,55.00,2020-11-01 19:51:00,7.00,-RA
2020-11-16,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790.0,373.0,JFK,"New York, NY",AUS,"Austin, TX",0 days 08:40:00,836.0,-4.0,9.0,845.0,1130.0,3.0,1147.0,1133.0,-14.0,0.0,,0.0,247.0,237.0,225.0,1521.0,,,,,,11.0,2020.0,False,29.94,280.00,28.00,41.59,32.00,M,M,M,0.1818181818181818,0.04,0.0,0.0,KJFK 161251Z 28020G32KT 10SM FEW055 FEW250 09/M02 A2994 RMK AO2 PK WND 27032/1245 SLP138 T00941022 $,1013.80,0.00,270.00,32.00,2020-11-16 12:45,44.10,20.00,FEW,FEW,M,M,5500.00,25000.00,M,M,M,JFK,49.00,2020-11-16 12:51:00,10.00,M
2020-01-26,Envoy Air,Envoy Air: MQ,MQ,20398.0,3314.0,JFK,"New York, NY",RIC,"Richmond, VA",0 days 15:30:00,1526.0,-4.0,26.0,1552.0,1649.0,5.0,1707.0,1654.0,-13.0,0.0,,0.0,97.0,88.0,57.0,288.0,,,,,,1.0,2020.0,False,29.76,260.00,28.90,39.84,M,M,M,M,0.6,0.0,0.0,0.0,KJFK 261951Z 26016KT 10SM BKN050 08/M02 A2976 RMK AO2 SLP078 T00831017 $,1007.80,0.00,M,M,M,49.32,16.00,BKN,M,M,M,5000.00,M,M,M,M,JFK,47.00,2020-01-26 19:51:00,10.00,M
2020-02-06,JetBlue Airways,JetBlue Airways: B6,B6,20409.0,675.0,JFK,"New York, NY",MSY,"New Orleans, LA",0 days 06:43:00,637.0,-6.0,16.0,653.0,919.0,5.0,917.0,924.0,7.0,0.0,,0.0,214.0,227.0,206.0,1182.0,,,,,,2.0,2020.0,False,29.73,30.00,40.00,34.25,M,M,M,M,5.0,2.857142857142857,0.0,0.0,KJFK 061114Z 03010KT 2 1/2SM -RA BR BKN006 OVC014 05/04 A2973 RMK AO2 P0003 T00500044,M,0.03,M,M,M,95.82,10.00,BKN,OVC,M,M,600.00,1400.00,M,M,M,JFK,41.00,2020-02-06 11:14:00,2.50,-RA BR
2020-08-31,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363.0,4897.0,JFK,"New York, NY",ORD,"Chicago, IL",0 days 08:25:00,823.0,-2.0,11.0,834.0,946.0,8.0,959.0,954.0,-5.0,0.0,,0.0,154.0,151.0,132.0,740.0,,,,,,8.0,2020.0,False,30.08,50.00,57.00,66.90,M,M,M,M,0.303030303030303,0.2666666666666666,0.125,0.0,KJFK 311151Z 05008KT 10SM FEW033 SCT075 BKN240 19/14 A3008 RMK AO2 SLP184 T01940139 10194 20156 50015 $,1018.40,0.00,M,M,M,70.49,8.00,FEW,SCT,BKN,M,3300.00,7500.00,24000.00,M,M,JFK,67.00,2020-08-31 11:51:00,10.00,M
2019-11-22,JetBlue Airways,JetBlue Airways: B6,B6,20409.0,34.0,JFK,"New York, NY",BTV,"Burlington, VT",0 days 12:10:00,1240.0,30.0,14.0,1254.0,1341.0,7.0,1322.0,1348.0,26.0,0.0,,0.0,72.0,68.0,47.0,266.0,20.0,0.0,0.0,0.0,6.0,11.0,2019.0,False,29.72,230.00,42.00,52.00,M,M,M,M,0.2325581395348837,0.4285714285714285,0.3333333333333333,0.0,KJFK 221651Z 23015KT 10SM -RA FEW043 BKN070 OVC120 11/06 A2972 RMK AO2 RAB09E18B42 SLP064 P0000 T01110056 $,1006.40,T,M,M,M,68.86,15.00,FEW,BKN,OVC,M,4300.00,7000.00,12000.00,M,M,JFK,52.00,2019-11-22 16:51:00,10.00,-RA
2020-12-24,JetBlue Airways,JetBlue Airways: B6,B6,20409.0,1273.0,JFK,"New York, NY",CHS,"Charleston, SC",0 days 08:00:00,759.0,-1.0,17.0,816.0,956.0,5.0,1000.0,1001.0,1.0,0.0,,0.0,120.0,122.0,100.0,636.0,,,,,,12.0,2020.0,False,30.18,160.00,46.00,52.00,26.00,M,M,M,0.2666666666666666,0.1666666666666666,0.12,0.0,KJFK 241251Z 16020G26KT 10SM SCT075 SCT120 BKN250 11/08 A3018 RMK AO2 PK WND 16028/1237 SLP220 T01110078 $,1022.00,0.00,160.00,28.00,2020-12-24 12:37,79.92,20.00,SCT,SCT,BKN,M,7500.00,12000.00,25000.00,M,M,JFK,52.00,2020-12-24 12:51:00,10.00,M
2019-11-23,JetBlue Airways,JetBlue Airways: B6,B6,20409.0,1623.0,JFK,"New York, NY",LAX,"Los Angeles, CA",0 days 19:40:00,1933.0,-7.0,33.0,2006.0,2230.0,22.0,2307.0,2252.0,-15.0,0.0,,0.0,387.0,379.0,324.0,2475.0,,,,,,11.0,2019.0,False,29.89,200.00,28.00,38.19,M,M,M,M,0.2142857142857142,0.2,0.0,0.0,KJFK 232351Z 20007KT 10SM BKN140 OVC200 06/M02 A2989 RMK AO2 SLP121 T00611022 10072 20050 58013 $,1012.10,0.00,M,M,M,55.14,7.00,BKN,OVC,M,M,14000.00,20000.00,M,M,M,JFK,43.00,2019-11-23 23:51:00,10.00,M
2020-02-19,American Airlines Inc.,American Airlines Inc.: AA,AA,19805.0,2580.0,JFK,"New York, NY",CLT,"Charlotte, NC",0 days 19:08:00,1919.0,11.0,14.0,1933.0,2111.0,5.0,2122.0,2116.0,-6.0,0.0,,0.0,134.0,117.0,98.0,541.0,,,,,,2.0,2020.0,False,30.33,350.00,15.10,32.87,M,M,M,M,0.08,0.0,0.0,0.0,KJFK 192351Z 35010KT 10SM SCT250 04/M09 A3033 RMK AO2 SLP270 T00441094 10106 20044 53031 $,1027.00,0.00,M,M,M,36.01,10.00,SCT,M,M,M,25000.00,M,M,M,M,JFK,40.00,2020-02-19 23:51:00,10.00,M
2019-12-14,JetBlue Airways,JetBlue Airways: B6,B6,20409.0,1415.0,JFK,"New York, NY",SFO,"San Francisco, CA",0 days 19:40:00,1945.0,5.0,35.0,2020.0,2321.0,10.0,2329.0,2331.0,2.0,0.0,,0.0,409.0,406.0,361.0,2586.0,,,,,,12.0,2019.0,False,29.28,250.00,48.00,42.86,28.00,M,M,M,1.1111111111111112,0.8,1.0,0.12,KJFK 150015Z 25021G28KT 10SM SCT018 SCT025 BKN030 BKN250 10/09 A2928 RMK AO2 PK WND 24028/0006 T01000089 $,M,0.00,240.00,28.00,2019-12-15 00:06,92.80,21.00,SCT,SCT,BKN,BKN,1800.00,2500.00,3000.00,25000.00,M,JFK,50.00,2019-12-15 00:15:00,10.00,M
2020-02-04,Alaska Airlines Inc.,Alaska Airlines Inc.: AS,AS,19930.0,629.0,JFK,"New York, NY",SFO,"San Francisco, CA",0 days 11:30:00,1125.0,-5.0,26.0,1151.0,1459.0,5.0,1520.0,1504.0,-16.0,0.0,,0.0,410.0,399.0,368.0,2586.0,,,,,,2.0,2020.0,False,29.86,250.00,43.00,43.77,M,M,M,M,0.1538461538461538,0.4705882352941176,0.0,0.0,KJFK 041551Z 25004KT 10SM -RA FEW065 OVC085 08/06 A2986 RMK AO2 SLP110 P0000 T00780061,1011.00,T,M,M,M,89.20,4.00,FEW,OVC,M,M,6500.00,8500.00,M,M,M,JFK,46.00,2020-02-04 15:51:00,10.00,-RA
2020-01-22,JetBlue Airways,JetBlue Airways: B6,B6,20409.0,718.0,JFK,"New York, NY",BOS,"Boston, MA",0 days 15:00:00,1452.0,-8.0,26.0,1518.0,1600.0,5.0,1618.0,1605.0,-13.0,0.0,,0.0,78.0,73.0,42.0,187.0,,,,,,1.0,2020.0,False,30.43,230.00,21.00,31.15,M,M,M,M,0.04,0.0,0.0,0.0,KJFK 221951Z 23005KT 10SM FEW250 02/M06 A3043 RMK AO2 SLP303 T00221061 $,1030.30,0.00,M,M,M,54.08,5.00,FEW,M,M,M,25000.00,M,M,M,M,JFK,36.00,2020-01-22 19:51:00,10.00,M
2020-11-09,JetBlue Airways,JetBlue Airways: B6,B6,20409.0,15.0,JFK,"New York, NY",SFO,"San Francisco, CA",0 days 08:00:00,750.0,-10.0,16.0,806.0,1101.0,7.0,1119.0,1108.0,-11.0,0.0,,0.0,379.0,378.0,355.0,2586.0,,,,,,11.0,2020.0,False,30.36,0.00,50.00,52.00,M,M,M,M,0.04,0.0,0.0,0.0,KJFK 091251Z 00000KT 10SM MIFG FEW250 11/10 A3036 RMK AO2 SLP282 T01110100 $,1028.20,0.00,M,M,M,92.86,0.00,FEW,M,M,M,25000.00,M,M,M,M,JFK,52.00,2020-11-09 12:51:00,10.00,MIFG
2020-02-11,JetBlue Airways,JetBlue Airways: B6,B6,20409.0,139.0,JFK,"New York, NY",BQN,"Aguadilla, PR",0 days 13:00:00,1304.0,4.0,27.0,1331.0,1743.0,17.0,1748.0,1800.0,12.0,0.0,,0.0,228.0,236.0,192.0,1576.0,,,,,,2.0,2020.0,False,29.86,340.00,45.00,44.09,M,M,M,M,5.0,0.5714285714285714,0.0,0.0,KJFK 111751Z 34005KT 8SM -RA BKN006 OVC070 08/07 A2986 RMK AO2 SLP110 P0000 60013 T00830072 10083 20067 58029 $,1011.00,T,M,M,M,93.06,5.00,BKN,OVC,M,M,600.00,7000.00,M,M,M,JFK,47.00,2020-02-11 17:51:00,8.00,-RA
2020-12-27,JetBlue Airways,JetBlue Airways: B6,B6,20409.0,84.0,JFK,"New York, NY",MCO,"Orlando, FL",0 days 14:45:00,1559.0,74.0,16.0,1615.0,1838.0,5.0,1731.0,1843.0,72.0,0.0,,0.0,166.0,164.0,143.0,944.0,72.0,0.0,0.0,0.0,0.0,12.0,2020.0,False,30.31,210.00,17.10,33.26,M,M,M,M,0.25,0.08,0.0,0.0,KJFK 271851Z 21004KT 10SM FEW040 SCT250 03/M08 A3031 RMK AO2 SLP262 T00281083 $,1026.20,0.00,M,M,M,43.99,4.00,FEW,SCT,M,M,4000.00,25000.00,M,M,M,JFK,37.00,2020-12-27 18:51:00,10.00,M
2020-03-15,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790.0,2286.0,JFK,"New York, NY",PHX,"Phoenix, AZ",0 days 20:29:00,2022.0,-7.0,17.0,2039.0,2254.0,7.0,2333.0,2301.0,-32.0,0.0,,0.0,364.0,339.0,315.0,2153.0,,,,,,3.0,2020.0,False,30.46,180.00,33.00,37.69,M,M,M,M,0.0666666666666666,0.0,0.0,0.0,KJFK 152351Z 18006KT 10SM FEW150 06/01 A3046 RMK AO2 SLP313 T00560006 10122 20056 53016,1031.30,0.00,M,M,M,70.20,6.00,FEW,M,M,M,15000.00,M,M,M,M,JFK,42.00,2020-03-15 23:51:00,10.00,M
2019-12-24,JetBlue Airways,JetBlue Airways: B6,B6,20409.0,675.0,JFK,"New York, NY",MSY,"New Orleans, LA",0 days 06:49:00,648.0,-1.0,19.0,707.0,835.0,6.0,925.0,841.0,-44.0,0.0,,0.0,216.0,173.0,148.0,1182.0,,,,,,12.0,2019.0,False,30.09,10.00,32.00,32.87,17.00,M,M,M,0.08,0.0,0.0,0.0,KJFK 241151Z 01010G17KT 10SM SCT250 04/00 A3009 RMK AO2 SLP187 T00440000 10056 20033 53030 $,1018.70,0.00,M,M,M,73.14,10.00,SCT,M,M,M,25000.00,M,M,M,M,JFK,40.00,2019-12-24 11:51:00,10.00,M
2019-12-17,Envoy Air,Envoy Air: MQ,MQ,20398.0,3653.0,JFK,"New York, NY",PIT,"Pittsburgh, PA",0 days 14:50:00,1503.0,13.0,26.0,1529.0,1641.0,5.0,1634.0,1646.0,12.0,0.0,,0.0,104.0,103.0,72.0,340.0,,,,,,12.0,2019.0,False,29.67,360.00,35.00,26.38,17.00,M,M,M,5.714285714285714,0.0,0.0,0.0,KJFK 171951Z 36011G17KT 7SM -RA OVC007 02/02 A2967 RMK AO2 SLP048 P0002 T00170017,1004.80,0.02,M,M,M,100.00,11.00,OVC,M,M,M,700.00,M,M,M,M,JFK,35.00,2019-12-17 19:51:00,7.00,-RA
2020-01-10,JetBlue Airways,JetBlue Airways: B6,B6,20409.0,611.0,JFK,"New York, NY",LAS,"Las Vegas, NV",0 days 19:10:00,1903.0,-7.0,16.0,1919.0,2133.0,6.0,2217.0,2139.0,-38.0,0.0,,0.0,367.0,336.0,314.0,2248.0,,,,,,1.0,2020.0,False,30.47,0.00,43.00,46.00,M,M,M,M,0.25,0.25,0.0,0.0,KJFK 102351Z 00000KT 10SM FEW040 SCT080 08/06 A3047 RMK AO2 SLP319 T00780061 10106 20067 53002,1031.90,0.00,M,M,M,89.20,0.00,FEW,SCT,M,M,4000.00,8000.00,M,M,M,JFK,46.00,2020-01-10 23:51:00,10.00,M
2019-11-25,JetBlue Airways,JetBlue Airways: B6,B6,20409.0,1205.0,JFK,"New York, NY",PDX,"Portland, OR",0 days 21:08:00,2106.0,-2.0,13.0,2119.0,2356.0,5.0,29.0,1.0,-28.0,0.0,,0.0,381.0,355.0,337.0,2454.0,,,,,,11.0,2019.0,False,29.94,220.00,43.00,41.36,M,M,M,M,0.08,0.0,0.0,0.0,KJFK 260151Z 22008KT 10SM SCT250 08/06 A2994 RMK AO2 SLP137 T00780061 $,1013.70,0.00,M,M,M,89.20,8.00,SCT,M,M,M,25000.00,M,M,M,M,JFK,46.00,2019-11-26 01:51:00,10.00,M
2020-05-19,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790.0,1073.0,JFK,"New York, NY",MSP,"Minneapolis, MN",0 days 14:30:00,1426.0,-4.0,13.0,1439.0,1600.0,6.0,1632.0,1606.0,-26.0,0.0,,0.0,182.0,160.0,141.0,1029.0,,,,,,5.0,2020.0,False,30.28,70.00,30.90,70.00,31.00,M,M,M,0.12,0.0,0.0,0.0,KJFK 191751Z 07023G31KT 10SM BKN250 21/M01 A3028 RMK AO2 PK WND 05031/1747 SLP253 T02111006 10211 20150 51006,1025.30,0.00,50.00,31.00,2020-05-19 17:47,23.36,23.00,BKN,M,M,M,25000.00,M,M,M,M,JFK,70.00,2020-05-19 17:51:00,10.00,M
2020-02-13,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790.0,465.0,JFK,"New York, NY",STT,"Charlotte Amalie, VI",0 days 08:12:00,812.0,0.0,25.0,837.0,1246.0,4.0,1310.0,1250.0,-20.0,0.0,,0.0,238.0,218.0,189.0,1623.0,,,,,,2.0,2020.0,False,29.71,0.00,37.00,39.00,M,M,M,M,5.0,0.0,0.0,0.0,KJFK 131251Z 00000KT 9SM -RA OVC008 04/03 A2971 RMK AO2 RAE18B48 SLP058 P0000 T00390028 $,1005.80,T,M,M,M,92.45,0.00,OVC,M,M,M,800.00,M,M,M,M,JFK,39.00,2020-02-13 12:51:00,9.00,-RA
